ID_Cliente,Tem_Carro,Tem_Casa_Propria,Qtd_Filhos,Rendimento_Anual,Categoria_de_renda,Grau_Escolaridade,Estado_Civil,Moradia,Idade,Tem_telefone_trabalho,Tem_telefone_fixo,Tem_email,Ocupacao,Tamanho_Familia,Anos_empregado,Mau
5023411,0,1,0,112500.0,Pensionista,Ensino medio,Casado,Casa propria,59.0,0,0,0,Outros,2.0,-1.0,0
5023412,0,1,0,112500.0,Pensionista,Ensino medio,Casado,Casa propria,59.0,0,0,0,Outros,2.0,-1.0,0
5023414,1,1,1,225000.0,Associado comercial,Ensino superior,Casado,Casa propria,45.0,0,1,0,Gerencia,3.0,7.3,0
5023415,1,1,1,225000.0,Associado comercial,Ensino superior,Casado,Casa propria,45.0,0,1,0,Gerencia,3.0,7.3,0
5023417,1,1,1,225000.0,Associado comercial,Ensino superior,Casado,Casa propria,45.0,0,1,0,Gerencia,3.0,7.3,0
5023419,1,1,1,225000.0,Associado comercial,Ensino superior,Casado,Casa propria,45.0,0,1,0,Gerencia,3.0,7.3,0
5023420,1,1,1,225000.0,Associado comercial,Ensino superior,Casado,Casa propria,45.0,0,1,0,Gerencia,3.0,7.3,0
5023421,1,1,1,225000.0,Associado comercial,Ensino superior,Casado,Casa propria,45.0,0,1,0,Gerencia,3.0,7.3,0
5023422,1,1,1,225000.0,Associado comercial,Ensino superior,Casado,Casa propria,45.0,0,1,0,Gerencia,3.0,7.3,0
5023423,1,1,1,225000.0,Associado comercial,Ensino superior,Casado,Casa propria,45.0,0,1,0,Gerencia,3.0,7.3,0
5023425,0,1,3,157500.0,Empregado,Ensino superior,Casado,Casa propria,39.0,0,0,0,Construcao Civil,5.0,10.7,0
5023426,0,1,3,157500.0,Empregado,Ensino superior,Casado,Casa propria,39.0,0,0,0,Construcao Civil,5.0,10.7,0
5023428,0,1,3,157500.0,Empregado,Ensino superior,Casado,Casa propria,39.0,0,0,0,Construcao Civil,5.0,10.7,0
5023430,0,1,0,108000.0,Pensionista,Ensino medio,Casado,Casa propria,63.0,0,1,0,Outros,2.0,-1.0,0
5023431,0,1,0,108000.0,Pensionista,Ensino medio,Casado,Casa propria,63.0,0,1,0,Outros,2.0,-1.0,0
5023432,0,1,0,108000.0,Pensionista,Ensino medio,Casado,Casa propria,63.0,0,1,0,Outros,2.0,-1.0,0
5023433,0,1,0,108000.0,Pensionista,Ensino medio,Casado,Casa propria,63.0,0,1,0,Outros,2.0,-1.0,0
5023439,0,1,0,180000.0,Empregado,Ensino superior,Solteiro,Casa propria,62.0,1,1,0,Venda,1.0,36.8,0
5023443,0,1,0,180000.0,Empregado,Ensino superior,Solteiro,Casa propria,62.0,1,1,0,Venda,1.0,36.8,0
5023462,1,1,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa propria,58.0,0,0,0,Outros,1.0,-1.0,0
5023465,1,1,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa propria,58.0,0,0,0,Outros,1.0,-1.0,0
5023467,1,1,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa propria,58.0,0,0,0,Outros,1.0,-1.0,0
5023468,1,1,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa propria,58.0,0,0,0,Outros,1.0,-1.0,0
5023469,1,1,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa propria,58.0,0,0,0,Outros,1.0,-1.0,0
5023470,1,1,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa propria,58.0,0,0,0,Outros,1.0,-1.0,0
5023471,1,1,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa propria,58.0,0,0,0,Outros,1.0,-1.0,0
5023472,1,1,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa propria,58.0,0,0,0,Outros,1.0,-1.0,0
5023474,1,1,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa propria,58.0,0,0,0,Outros,1.0,-1.0,0
5023475,1,1,0,315000.0,Pensionista,Ensino medio,Solteiro,Casa propria,58.0,0,0,0,Outros,1.0,-1.0,0
5023476,0,0,0,135000.0,Associado comercial,Ensino medio,Casado,Casa propria,57.0,0,0,1,Secretariado,2.0,5.1,0
5023478,0,0,0,135000.0,Associado comercial,Ensino medio,Casado,Casa propria,57.0,0,0,1,Secretariado,2.0,5.1,0
5023486,0,1,0,112500.0,Empregado,Ensino medio,Casado,Casa propria,50.0,0,0,0,Outros,2.0,17.1,0
5023490,1,1,0,83250.0,Empregado,Ensino medio,Casado,Casa propria,56.0,1,1,1,Outros,2.0,17.1,0
5023491,1,1,0,83250.0,Empregado,Ensino medio,Casado,Casa propria,56.0,1,1,1,Outros,2.0,17.1,0
5023492,1,1,0,83250.0,Empregado,Ensino medio,Casado,Casa propria,56.0,1,1,1,Outros,2.0,17.1,0
5023494,0,1,1,112500.0,Empregado,Ensino medio,Casado,Casa propria,31.0,0,0,0,Equipe principal,3.0,2.8,0
5023495,0,1,1,112500.0,Empregado,Ensino medio,Casado,Casa propria,31.0,0,0,0,Equipe principal,3.0,2.8,0
5023497,0,1,1,112500.0,Empregado,Ensino medio,Casado,Casa propria,31.0,0,0,0,Equipe principal,3.0,2.8,0
5023502,0,0,1,63000.0,Empregado,Ensino medio,Solteiro,Habitacao publica,46.0,0,0,0,Limpeza,2.0,12.7,0
5023503,0,0,1,63000.0,Empregado,Ensino medio,Solteiro,Habitacao publica,46.0,0,0,0,Limpeza,2.0,12.7,0
5023504,0,0,1,63000.0,Empregado,Ensino medio,Solteiro,Habitacao publica,46.0,0,0,0,Limpeza,2.0,12.7,0
5023505,0,1,0,207000.0,Servidor publico,Ensino medio,Viuvo,Casa propria,54.0,0,0,0,Medicina,1.0,16.1,0
5023506,0,1,0,207000.0,Servidor publico,Ensino medio,Viuvo,Casa propria,54.0,0,0,0,Medicina,1.0,16.1,0
5023507,0,1,0,207000.0,Servidor publico,Ensino medio,Viuvo,Casa propria,54.0,0,0,0,Medicina,1.0,16.1,0
5023508,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023509,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023511,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023513,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023514,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023516,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023517,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023518,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023519,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023520,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023521,1,1,1,112500.0,Empregado,Ensino superior,Casado,Casa propria,44.0,0,1,0,Motorista,3.0,2.6,0
5023522,1,1,0,180000.0,Associado comercial,Ensino medio,Casado,Casa propria,43.0,0,0,0,Construcao Civil,2.0,3.6,0
5023523,1,1,0,180000.0,Associado comercial,Ensino medio,Casado,Casa propria,43.0,0,0,0,Construcao Civil,2.0,3.6,0
5023524,1,1,0,180000.0,Associado comercial,Ensino medio,Casado,Casa propria,43.0,0,0,0,Construcao Civil,2.0,3.6,0
5023531,0,1,0,274500.0,Associado comercial,Ensino medio,Casado,Casa propria,56.0,0,0,0,Alta tecnologia,2.0,19.0,0
5023533,0,1,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,38.0,0,0,0,Equipe principal,1.0,2.5,0
5023534,0,1,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,38.0,0,0,0,Equipe principal,1.0,2.5,1
5023535,0,1,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,38.0,0,0,0,Equipe principal,1.0,2.5,0
5023536,0,1,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,38.0,0,0,0,Equipe principal,1.0,2.5,1
5023537,0,1,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,38.0,0,0,0,Equipe principal,1.0,2.5,0
5023539,0,1,0,81000.0,Pensionista,Ensino medio,Casado,Habitacao publica,60.0,0,0,0,Outros,2.0,-1.0,0
5023540,0,1,0,90000.0,Servidor publico,Ensino medio,Uniao estavel,Casa propria,44.0,1,1,0,Equipe principal,2.0,10.1,0
5023543,0,1,0,90000.0,Servidor publico,Ensino medio,Uniao estavel,Casa propria,44.0,1,1,0,Equipe principal,2.0,10.1,0
5023544,0,1,0,90000.0,Servidor publico,Ensino medio,Uniao estavel,Casa propria,44.0,1,1,0,Equipe principal,2.0,10.1,0
5023546,1,1,0,90900.0,Empregado,Ensino medio,Casado,Casa propria,59.0,0,0,0,Construcao Civil,2.0,6.6,0
5023547,1,1,0,90900.0,Empregado,Ensino medio,Casado,Casa propria,59.0,0,0,0,Construcao Civil,2.0,6.6,0
5023549,1,1,0,90900.0,Empregado,Ensino medio,Casado,Casa propria,59.0,0,0,0,Construcao Civil,2.0,6.6,0
5023551,0,0,0,202500.0,Associado comercial,Ensino superior,Solteiro,Casa propria,34.0,0,0,0,Gerencia,1.0,5.4,0
5023552,0,0,0,202500.0,Associado comercial,Ensino superior,Solteiro,Casa propria,34.0,0,0,0,Gerencia,1.0,5.4,0
5023553,0,0,0,202500.0,Associado comercial,Ensino superior,Solteiro,Casa propria,34.0,0,0,0,Gerencia,1.0,5.4,0
5023559,0,1,0,202500.0,Empregado,Ensino medio,Viuvo,Casa propria,49.0,0,0,0,Equipe principal,1.0,27.3,0
5023566,1,1,3,270000.0,Associado comercial,Ensino medio,Casado,Casa propria,34.0,0,1,0,Construcao Civil,5.0,3.1,0
5023567,1,1,3,270000.0,Associado comercial,Ensino medio,Casado,Casa propria,34.0,0,1,0,Construcao Civil,5.0,3.1,0
5023573,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa propria,62.0,0,0,0,Outros,2.0,-1.0,0
5023576,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa propria,62.0,0,0,0,Outros,2.0,-1.0,0
5023577,0,1,0,202500.0,Pensionista,Ensino medio,Casado,Casa propria,62.0,0,0,0,Outros,2.0,-1.0,0
5023584,0,0,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,39.0,0,0,0,Construcao Civil,1.0,17.4,0
5023585,0,0,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,39.0,0,0,0,Construcao Civil,1.0,17.4,0
5023587,0,0,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,39.0,0,0,0,Construcao Civil,1.0,17.4,0
5023588,0,0,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,39.0,0,0,0,Construcao Civil,1.0,17.4,0
5023589,0,0,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,39.0,0,0,0,Construcao Civil,1.0,17.4,0
5023590,0,0,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,39.0,0,0,0,Construcao Civil,1.0,17.4,0
5023591,0,0,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,39.0,0,0,0,Construcao Civil,1.0,17.4,0
5023592,0,0,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,39.0,0,0,0,Construcao Civil,1.0,17.4,0
5023593,0,0,0,202500.0,Empregado,Ensino medio,Separado,Casa propria,39.0,0,0,0,Construcao Civil,1.0,17.4,0
5023600,1,1,0,225000.0,Associado comercial,Ensino superior,Casado,Casa propria,47.0,0,0,0,Construcao Civil,2.0,1.1,0
5023603,0,1,0,135000.0,Empregado,Ensino medio,Casado,Casa propria,56.0,0,0,0,Limpeza,2.0,4.7,0
5023605,0,1,0,135000.0,Empregado,Ensino medio,Casado,Casa propria,56.0,0,0,0,Limpeza,2.0,4.7,0
5023608,1,1,1,360000.0,Pensionista,Ensino medio,Casado,Casa propria,54.0,0,0,0,Outros,3.0,-1.0,0
5023609,0,0,0,135000.0,Empregado,Ensino medio,Casado,Casa propria,34.0,0,0,0,Outros,2.0,0.4,0
5023610,0,0,0,135000.0,Empregado,Ensino medio,Casado,Casa propria,34.0,0,0,0,Outros,2.0,0.4,0
5023611,1,1,0,202500.0,Associado comercial,Ensino medio,Casado,Casa propria,48.0,0,0,0,Motorista,2.0,0.6,0
5023612,1,1,0,202500.0,Associado comercial,Ensino medio,Casado,Casa propria,48.0,0,0,0,Motorista,2.0,0.6,0
5023613,1,1,0,202500.0,Associado comercial,Ensino medio,Casado,Casa propria,48.0,0,0,0,Motorista,2.0,0.6,0
5023614,1,1,0,202500.0,Associado comercial,Ensino medio,Casado,Casa propria,48.0,0,0,0,Motorista,2.0,0.6,0
5023615,1,1,0,202500.0,Associado comercial,Ensino medio,Casado,Casa propria,48.0,0,0,0,Motorista,2.0,0.6,0
5023617,0,1,2,157500.0,Associado comercial,Ensino medio,Casado,Casa propria,30.0,0,0,0,Gerencia,4.0,2.0,0
5023619,0,1,2,157500.0,Associado comercial,Ensino medio,Casado,Casa propria,30.0,0,0,0,Gerencia,4.0,2.0,0
5023623,0,0,2,180000.0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,38.0,0,1,0,Venda,4.0,8.9,0
5023624,0,0,2,180000.0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,38.0,0,1,0,Venda,4.0,8.9,0
5023626,0,0,2,180000.0,Associado comercial,Ensino superior incompleto,Casado,Casa propria,38.0,0,1,0,Venda,4.0,8.9,0
5023627,0,1,0,270000.0,Associado comercial,Ensino medio,Viuvo,Casa propria,36.0,1,1,1,Equipe principal,1.0,0.6,0
5023628,0,1,0,270000.0,Associado comercial,Ensino medio,Viuvo,Casa propria,36.0,1,1,1,Equipe principal,1.0,0.6,0
5023630,0,1,0,270000.0,Associado comercial,Ensino medio,Viuvo,Casa propria,36.0,1,1,1,Equipe principal,1.0,0.6,0
5023631,0,1,0,270000.0,Associado comercial,Ensino medio,Viuvo,Casa propria,36.0,1,1,1,Equipe principal,1.0,0.6,0
5023632,0,1,0,270000.0,Associado comercial,Ensino medio,Viuvo,Casa propria,36.0,1,1,1,Equipe principal,1.0,0.6,0
5023635,0,1,1,157500.0,Empregado,Ensino medio,Casado,Casa propria,34.0,1,0,0,Construcao Civil,3.0,6.1,0
5023636,0,1,1,157500.0,Empregado,Ensino medio,Casado,Casa propria,34.0,1,0,0,Construcao Civil,3.0,6.1,0
5023638,0,1,1,157500.0,Empregado,Ensino medio,Casado,Casa propria,34.0,1,0,0,Construcao Civil,3.0,6.1,0
5023639,1,0,2,225000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,0,0,0,Motorista,4.0,6.1,0
5023640,1,0,2,225000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,0,0,0,Motorista,4.0,6.1,1
5023644,1,0,2,225000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,0,0,0,Motorista,4.0,6.1,1
5023645,1,0,2,225000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,0,0,0,Motorista,4.0,6.1,1
5023646,1,0,2,225000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,0,0,0,Motorista,4.0,6.1,0
5023647,1,0,2,225000.0,Empregado,Ensino medio,Casado,Casa propria,40.0,0,0,0,Motorista,4.0,6.1,0
5023650,0,0,0,225000.0,Associado comercial,Ensino superior incompleto,Solteiro,Casa propria,28.0,0,0,0,Contabilidade,1.0,3.3,0
5023651,0,0,0,225000.0,Associado comercial,Ensino superior incompleto,Solteiro,Casa propria,28.0,0,0,0,Contabilidade,1.0,3.3,0
5023655,0,0,0,225000.0,Associado comercial,Ensino superior incompleto,Solteiro,Casa propria,28.0,0,0,0,Contabilidade,1.0,3.3,0
5023656,0,0,0,225000.0,Associado comercial,Ensino superior incompleto,Solteiro,Casa propria,28.0,0,0,0,Contabilidade,1.0,3.3,0
5023660,0,1,2,99000.0,Empregado,Ensino medio,Casado,Casa propria,39.0,1,1,0,Construcao Civil,4.0,2.8,0
5023661,0,1,2,99000.0,Empregado,Ensino medio,Casado,Casa propria,39.0,1,1,0,Construcao Civil,4.0,2.8,0
5023662,0,1,2,99000.0,Empregado,Ensino medio,Casado,Casa propria,39.0,1,1,0,Construcao Civil,4.0,2.8,0
5023663,0,1,2,99000.0,Empregado,Ensino medio,Casado,Casa propria,39.0,1,1,0,Construcao Civil,4.0,2.8,0
5023666,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,45.0,0,0,0,Cozinha,2.0,4.1,0
5023668,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,45.0,0,0,0,Cozinha,2.0,4.1,0
5023671,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,45.0,0,0,0,Cozinha,2.0,4.1,0
5023672,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,45.0,0,0,0,Cozinha,2.0,4.1,0
5023677,1,1,0,117000.0,Empregado,Ensino medio,Casado,Casa propria,32.0,0,0,0,Cozinha,2.0,5.0,0
5023678,1,1,0,117000.0,Empregado,Ensino medio,Casado,Casa propria,32.0,0,0,0,Cozinha,2.0,5.0,0
5023681,0,1,1,67500.0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,30.0,1,1,0,Venda,3.0,3.0,0
5023682,0,1,1,67500.0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,30.0,1,1,0,Venda,3.0,3.0,0
5023683,0,1,1,67500.0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,30.0,1,1,0,Venda,3.0,3.0,0
5023684,1,1,0,279000.0,Associado comercial,Ensino superior,Casado,Casa propria,57.0,0,1,0,Construcao Civil,2.0,11.1,0
5023685,1,1,0,279000.0,Associado comercial,Ensino superior,Casado,Casa propria,57.0,0,1,0,Construcao Civil,2.0,11.1,0
5023688,0,1,0,135000.0,Empregado,Ensino medio,Solteiro,Casa propria,41.0,0,0,0,Outros,1.0,9.1,0
5023689,0,1,0,135000.0,Empregado,Ensino medio,Solteiro,Casa propria,41.0,0,0,0,Outros,1.0,9.1,0
5023690,0,1,0,135000.0,Empregado,Ensino medio,Solteiro,Casa propria,41.0,0,0,0,Outros,1.0,9.1,0
5023691,0,1,0,135000.0,Empregado,Ensino medio,Solteiro,Casa propria,41.0,0,0,0,Outros,1.0,9.1,0
5023696,0,1,0,117000.0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,33.0,1,1,0,Servico privado,2.0,12.9,0
5023697,0,1,0,117000.0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,33.0,1,1,0,Servico privado,2.0,12.9,0
5023698,0,1,0,117000.0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,33.0,1,1,0,Servico privado,2.0,12.9,0
5023699,0,1,0,180000.0,Empregado,Ensino medio,Casado,Casa propria,49.0,0,1,0,Construcao Civil,2.0,15.4,0
5023700,0,1,0,180000.0,Empregado,Ensino medio,Casado,Casa propria,49.0,0,1,0,Construcao Civil,2.0,15.4,0
5023703,0,1,0,180000.0,Empregado,Ensino medio,Casado,Casa propria,49.0,0,1,0,Construcao Civil,2.0,15.4,0
5023706,0,1,0,180000.0,Empregado,Ensino medio,Casado,Casa propria,49.0,0,1,0,Construcao Civil,2.0,15.4,0
5023707,0,1,0,180000.0,Empregado,Ensino medio,Casado,Casa propria,49.0,0,1,0,Construcao Civil,2.0,15.4,0
5023712,0,1,0,180000.0,Empregado,Ensino medio,Casado,Casa propria,49.0,0,1,0,Construcao Civil,2.0,15.4,0
5023713,0,1,0,180000.0,Empregado,Ensino medio,Casado,Casa propria,49.0,0,1,0,Construcao Civil,2.0,15.4,0
5023716,1,1,0,175500.0,Pensionista,Ensino superior,Casado,Casa propria,60.0,0,1,0,Outros,2.0,-1.0,0
5023718,1,1,0,175500.0,Pensionista,Ensino superior,Casado,Casa propria,60.0,0,1,0,Outros,2.0,-1.0,0
5023719,1,1,0,175500.0,Pensionista,Ensino superior,Casado,Casa propria,60.0,0,1,0,Outros,2.0,-1.0,0
5023720,1,1,0,175500.0,Pensionista,Ensino superior,Casado,Casa propria,60.0,0,1,0,Outros,2.0,-1.0,0
5023733,1,1,0,216000.0,Empregado,Ensino superior,Uniao estavel,Casa propria,42.0,0,0,1,Contabilidade,2.0,3.9,0
5023734,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,52.0,1,1,0,Equipe principal,2.0,2.1,0
5023735,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,52.0,1,1,0,Equipe principal,2.0,2.1,0
5023736,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,52.0,1,1,0,Equipe principal,2.0,2.1,0
5023737,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,52.0,1,1,0,Equipe principal,2.0,2.1,0
5023739,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,52.0,1,1,0,Equipe principal,2.0,2.1,0
5023743,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,52.0,1,1,0,Equipe principal,2.0,2.1,0
5023745,0,1,0,90000.0,Empregado,Ensino medio,Casado,Casa propria,52.0,1,1,0,Equipe principal,2.0,2.1,0
5023748,1,0,0,157500.0,Associado comercial,Ensino medio,Casado,Casa propria,31.0,0,0,0,Motorista,2.0,4.4,0
5023749,1,0,0,157500.0,Associado comercial,Ensino medio,Casado,Casa propria,31.0,0,0,0,Motorista,2.0,4.4,0
5023750,1,0,0,157500.0,Associado comercial,Ensino medio,Casado,Casa propria,31.0,0,0,0,Motorista,2.0,4.4,0
5023754,1,1,0,135000.0,Pensionista,Ensino medio,Viuvo,Casa propria,63.0,0,0,0,Outros,1.0,-1.0,0
5023755,1,1,0,135000.0,Pensionista,Ensino medio,Viuvo,Casa propria,63.0,0,0,0,Outros,1.0,-1.0,0
5023756,1,1,0,135000.0,Pensionista,Ensino medio,Viuvo,Casa propria,63.0,0,0,0,Outros,1.0,-1.0,0
5023757,1,1,0,135000.0,Pensionista,Ensino medio,Viuvo,Casa propria,63.0,0,0,0,Outros,1.0,-1.0,0
5023758,1,1,0,135000.0,Pensionista,Ensino medio,Viuvo,Casa propria,63.0,0,0,0,Outros,1.0,-1.0,0
5023759,1,1,0,135000.0,Pensionista,Ensino medio,Viuvo,Casa propria,63.0,0,0,0,Outros,1.0,-1.0,0
5023760,1,1,0,135000.0,Pensionista,Ensino medio,Viuvo,Casa propria,63.0,0,0,0,Outros,1.0,-1.0,0
5023763,0,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa propria,60.0,0,1,0,Outros,2.0,-1.0,0
5023764,0,1,0,90000.0,Pensionista,Ensino medio,Casado,Casa propria,60.0,0,1,0,Outros,2.0,-1.0,0
5023771,0,1,0,99000.0,Pensionista,Ensino medio,Casado,Casa propria,68.0,0,0,0,Outros,2.0,-1.0,0
5023776,1,0,0,270000.0,Associado comercial,Ensino superior,Casado,Casa propria,36.0,0,0,0,Construcao Civil,2.0,3.8,0
5023777,1,0,0,270000.0,Associado comercial,Ensino superior,Casado,Casa propria,36.0,0,0,0,Construcao Civil,2.0,3.8,0
5023778,1,0,0,270000.0,Associado comercial,Ensino superior,Casado,Casa propria,36.0,0,0,0,Construcao Civil,2.0,3.8,0
5023779,1,0,0,270000.0,Associado comercial,Ensino superior,Casado,Casa propria,36.0,0,0,0,Construcao Civil,2.0,3.8,0
5023780,0,1,0,157500.0,Associado comercial,Ensino superior,Uniao estavel,Casa propria,49.0,0,0,0,Contabilidade,2.0,3.0,0
5023811,0,1,0,202500.0,Associado comercial,Ensino superior,Casado,Mora com os pais,52.0,0,0,0,TI,2.0,1.0,0
5023812,0,1,1,202500.0,Empregado,Ensino medio,Separado,Casa propria,38.0,0,0,0,Construcao Civil,2.0,14.9,0
5023813,1,1,0,405000.0,Associado comercial,Ensino superior,Uniao estavel,Casa propria,54.0,0,0,0,Contabilidade,2.0,0.5,0
5023814,1,0,0,180000.0,Associado comercial,Ensino superior,Casado,Casa propria,52.0,0,0,0,Outros,2.0,3.6,0
5023816,1,1,1,225000.0,Associado comercial,Ensino superior,Casado,Casa propria,47.0,1,1,0,Gerencia,3.0,2.2,0
5023819,1,1,0,135000.0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,42.0,1,1,0,Equipe principal,2.0,4.8,0
5023820,0,0,0,112500.0,Empregado,Ensino medio,Casado,Casa propria,46.0,0,1,0,Medicina,2.0,1.9,0
5023825,1,1,1,247500.0,Servidor publico,Ensino superior,Casado,Casa propria,35.0,0,0,0,Equipe principal,3.0,12.5,0
5023827,1,1,0,292500.0,Empregado,Ensino superior incompleto,Casado,Casa propria,40.0,0,0,0,Equipe principal,2.0,7.0,0
5023830,0,1,1,135000.0,Servidor publico,Ensino medio,Separado,Casa propria,31.0,0,0,0,Outros,2.0,4.6,0
5023832,0,1,0,112500.0,Empregado,Ensino medio,Casado,Casa propria,47.0,0,1,0,Construcao Civil,2.0,28.4,0
5023834,0,0,1,112500.0,Empregado,Ensino medio,Casado,Casa propria,38.0,0,0,0,Alta tecnologia,3.0,5.3,0
5023837,0,1,0,112500.0,Servidor publico,Ensino medio,Casado,Casa propria,55.0,0,0,0,Outros,2.0,17.9,0
5023838,1,0,0,315000.0,Associado comercial,Ensino medio,Uniao estavel,Casa propria,54.0,0,1,0,Equipe principal,2.0,3.0,0
5023841,1,1,0,180000.0,Servidor publico,Ensino superior,Casado,Casa propria,40.0,0,0,0,Alta tecnologia,2.0,6.3,0
5023842,0,1,0,292500.0,Associado comercial,Ensino medio,Solteiro,Casa propria,54.0,1,0,0,Medicina,1.0,2.5,0
5023844,0,1,1,121500.0,Empregado,Ensino medio,Casado,Casa propria,47.0,0,1,0,Construcao Civil,3.0,9.5,0
5023846,1,1,0,405000.0,Empregado,Ensino superior,Casado,Casa propria,56.0,0,1,0,Construcao Civil,2.0,7.4,0
5023848,0,1,0,49500.0,Empregado,Ensino medio,Solteiro,Casa propria,33.0,1,1,0,Seguranca,1.0,9.5,0
5023849,0,1,2,180000.0,Empregado,Ensino medio,Uniao estavel,Casa propria,39.0,1,1,0,Equipe principal,4.0,2.7,0
5023851,0,0,1,135000.0,Empregado,Ensino medio,Solteiro,Casa propria,39.0,0,0,0,Venda,2.0,3.3,0
5023862,0,1,0,112500.0,Empregado,Ensino medio,Casado,Casa propria,50.0,0,1,0,Venda,2.0,7.6,0
5023863,0,1,0,112500.0,Empregado,Ensino medio,Casado,Casa propria,50.0,0,1,0,Venda,2.0,7.6,0
5023864,0,1,0,112500.0,Empregado,Ensino medio,Casado,Casa propria,50.0,0,1,0,Venda,2.0,7.6,0
5023865,0,1,0,112500.0,Empregado,Ensino medio,Casado,Casa propria,50.0,0,1,0,Venda,2.0,7.6,0
5023866,0,1,0,112500.0,Empregado,Ensino medio,Casado,Casa propria,50.0,0,1,0,Venda,2.0,7.6,0
5023870,0,1,0,180000.0,Associado comercial,Ensino medio,Solteiro,Casa propria,52.0,1,0,0,Gerencia,1.0,4.6,0
5023873,0,1,0,180000.0,Associado comercial,Ensino medio,Solteiro,Casa propria,52.0,1,0,0,Gerencia,1.0,4.6,0
5023875,0,1,0,180000.0,Associado comercial,Ensino medio,Solteiro,Casa propria,52.0,1,0,0,Gerencia,1.0,4.6,0
5023876,0,1,0,360000.0,Pensionista,Ensino superior,Casado,Casa propria,63.0,0,1,0,Outros,2.0,-1.0,0
5023877,0,1,0,360000.0,Pensionista,Ensino superior,Casado,Casa propria,63.0,0,1,0,Outros,2.0,-1.0,0
